"","N","Nhat","Nhatu","Nhatl"
"Nhat[334]",1.07169234,1.15221627908953,7.43366798982217,1.05620332688156e-17
"Nhat[335]",2.45906607,2.3791590879014,8.25152741139779,3.89507675802778e-06
"Nhat[336]",2.35993222,2.42273344013521,8.76426402241974,8.93992644049381e-47
"Nhat[337]",2.78658768,2.8248239461278,6.72967463141364,3.34571208370736e-11
"Nhat[338]",3.25359858,3.26514478728154,8.27360237950373,1.58961963550012e-08
"Nhat[339]",2.80579309,2.73736598429808,8.1754787067142,2.07153651992111e-17
"Nhat[340]",2.21951409,2.23897284527999,10.1661681356552,5.15176769710729e-06
"Nhat[341]",2.4707318,2.41793443035017,21.5146695979511,3.85239717153743e-12
"Nhat[342]",2.62771319,2.64480329036831,6.80846463242643,3.10582667917988e-07
"Nhat[343]",2.83376187,2.74082839665739,7.68699103206399,5.74243484569617e-06
"Nhat[344]",1.7973041,1.85564989374299,29.0735713491719,3.51059765417608e-07
"Nhat[345]",3.77459826,3.64697680654301,10.6916727224391,2.66315495809173e-09
"Nhat[346]",1.32892531,1.32177975627773,2.82874800397953,1.04703628546552e-08
"Nhat[347]",0.84432603,0.91317304802291,1.67750281999202,1.74360912777193e-08
"Nhat[348]",1.3156366,1.43332988808417,3.20105444234414,1.49452288796999e-11
"Nhat[349]",0.96941277,1.04722146196114,1.97677392134236,3.84746839937586e-14
"Nhat[350]",0.20114325,0.710682973728162,27.0467838685172,1.72268303844416e-14
"Nhat[351]",0.82715116,0.930742682713173,2.11469568959707,3.36434038400512e-06
"Nhat[352]",0.84130752,0.968518782245113,7.29967475947119,1.18649429377632e-11
"Nhat[353]",2.44930326,2.26005082780981,8.98093688879788,8.08574867235474e-12
"Nhat[354]",1.65447346,1.66479793074059,4.14318396214032,9.23724555135431e-05
"Nhat[355]",1.24974523,1.32270762087124,3.57831570977572,1.85334233533494e-13
"Nhat[356]",1.1178385,1.33646809640049,4.39768503820819,1.50151789131458e-17
"Nhat[357]",2.32762641,2.17829568086814,5.91506820189635,1.03956054821243e-05
"Nhat[358]",2.39369205,2.34300786565315,6.31623594125398,4.46935440976291e-12
"Nhat[359]",2.29066637,2.2799361636699,30.2419603758505,8.65626379481802e-15
"Nhat[360]",1.59977534,1.58394304675572,15.5836316316123,1.15101144406064e-08
"Nhat[361]",2.38284518,2.25006571846841,12.2031656642368,2.3635038983769e-14
"Nhat[362]",2.222897,2.10818832937936,6.57549515407483,8.70321714913735e-11
"Nhat[363]",2.39630775,2.18664335050875,12.938225357932,1.82009380710279e-13
"Nhat[364]",3.59634822,2.87805746579819,7.98611507702989,6.21792920001769e-09
"Nhat[365]",1.48297725,1.50549245456532,3.51228894814851,3.07081442583656e-12
"Nhat[366]",3.52131365,2.89198651771184,7.08873549593574,8.59880888315554e-09
"Nhat[367]",1.71244893,1.71173431991048,3.6664059004079,3.14884496214935e-11
"Nhat[368]",2.77585441,2.51313974434782,7.48009734120682,9.410187042276e-10
"Nhat[369]",3.73423203,3.30350488428118,6.64669005701739,1.17411190869511e-19
"Nhat[370]",1.9530562,1.90992628231525,4.29180635899315,0.15305816596649
"Nhat[371]",1.56662891,1.61901484861052,2.99172017586068,0.00363983035016252
"Nhat[372]",1.70793086,1.72214467920642,3.31817586295098,1.66472394495609e-06
"Nhat[373]",3.19705279,2.98489923729504,5.79571999218844,6.86781223798253e-08
"Nhat[374]",1.51416625,1.58779126085676,4.36296124432835,0.0381941974785588
"Nhat[375]",2.14446998,2.13296573446562,4.48513417326447,0.00981914015959189
"Nhat[376]",2.45396363,2.32570846525856,5.45648856579408,0.138805467606795
"Nhat[377]",1.49503175,1.54571745695681,4.4046835853831,0.085387553082092
"Nhat[378]",0.97407274,1.04879059634901,4.74854421723815,5.3111036534088e-07
"Nhat[379]",2.30687815,2.26114498065549,4.16860230803201,1.05701955869605e-06
"Nhat[380]",2.13549723,2.10698050825114,4.32248084162535,0.137933964767245
"Nhat[381]",2.01463109,1.94893316366901,4.37030879410382,0.103256829727481
"Nhat[382]",2.73972437,2.57360543892417,5.44300601211195,6.55611121556512e-06
"Nhat[383]",1.06030383,1.18528169845787,39.7042018577189,3.23514664730005e-14
"Nhat[384]",1.30492805,1.34432859494799,3.63837238912945,0.105756119634223
"Nhat[385]",2.2430196,2.19355949680055,5.62576412640874,2.49729969408238e-06
"Nhat[386]",1.47588743,1.5358160396933,8.34379641591376,2.28992002001859e-06
"Nhat[387]",2.26284564,2.1737795497033,14.8322072545419,5.03042263093844e-28
"Nhat[388]",0.82524582,0.927436822487308,211.534828921751,4.62088346624392e-17
"Nhat[389]",2.58669581,2.52941273308026,4.23796149073279,1.0258203978983e-05
"Nhat[390]",1.55001296,1.6180613225645,4.61943292448541,0.184720946530748
"Nhat[391]",1.19802687,1.33670503482294,14.4973481722223,2.61302266591894e-11
"Nhat[392]",2.96679419,2.82809339431096,6.397414658069,0.578609162950694
"Nhat[393]",2.66858091,2.56674594847612,4.56393896475665,0.18647866919186
"Nhat[394]",2.19392934,2.22748769646977,3.72866324724685,0.059269831349055
"Nhat[395]",2.19644613,2.18238174331388,4.32193537472754,0.257882614099085
"Nhat[396]",2.75269155,2.69939190467211,7.24661092129022,0.653501882710315
"Nhat[397]",3.61613768,3.4293522328396,5.99573044212837,4.23488086181439e-07
"Nhat[398]",3.42397452,3.32454666806422,6.52670343704562,0.331199350358553
"Nhat[399]",1.91582515,2.02730172956391,6.45745215590868,0.239464423976424
"Nhat[400]",2.69823875,2.66128122620899,5.70003768218086,0.53504552768231
"Nhat[401]",3.15858875,2.98222337785865,5.08492357810529,2.98831806043793e-05
"Nhat[402]",0.99709077,1.12840541540436,19.4900996641982,7.29914750245756e-10
"Nhat[403]",2.39191833,2.34433513687624,6.50856818317643,0.437712142277143
"Nhat[404]",1.91789211,1.93532984026467,5.10059706073605,0.306737415694408
"Nhat[405]",1.94916099,1.9805879182717,5.44549102858545,0.405084161013572
"Nhat[406]",2.2587596,2.2849760994149,6.54086933852815,0.370033968595046
"Nhat[407]",2.4344161,2.36102217948128,6.34510850075301,2.73766440955025e-12
"Nhat[408]",2.1901441,2.15634844801027,5.50853124570809,1.58487051755008e-09
"Nhat[409]",2.81384462,2.68293053066608,9.39365386500761,5.11511848396241e-07
"Nhat[410]",2.54597887,2.52353741910637,9.80110391563757,3.6096011656438e-11
"Nhat[411]",3.21554294,3.09931440201741,8.15814999600859,5.28489184736029e-12
"Nhat[412]",4.82230168,4.30793337921227,12.3624450497369,1.15867289115663e-07
"Nhat[413]",1.57408344,1.61863720127822,9.95163777591314,5.43378226784011e-08
"Nhat[414]",1.72564307,1.7805876004101,12.8230281463662,8.11169118926194e-09
"Nhat[415]",5.63630937,4.87875781616033,16.861205341988,7.89691278063494e-07
"Nhat[416]",1.99517834,2.06032132984053,340.490275566596,7.93293245249172e-38
"Nhat[417]",1.75020599,1.95094685758161,30.9771023891059,1.44132499803096e-06
"Nhat[418]",2.0591679,2.08121665385508,37.7788109207895,3.26172884691312e-07
"Nhat[419]",4.16385244,4.04145350548604,17.5439716725496,3.05237323568554e-10
"Nhat[420]",2.22525875,2.26335335001557,18.3751596763992,3.55258150680688e-06
"Nhat[421]",2.11551744,2.11706945188971,8.96478614892248,6.92937007780663e-07
"Nhat[422]",2.38235976,2.34260324347753,8.46017884565613,3.25190514857291e-11
"Nhat[423]",2.74003466,2.65452798223127,7.41959534059808,2.47824419707438e-23
"Nhat[424]",1.47831071,1.54887460422753,179.623934352365,2.2247057677973e-20
"Nhat[425]",1.30526051,1.41976154999756,422.179609513764,1.96606507285607e-16
"Nhat[426]",1.70528049,1.75032097322825,29.9929208937161,7.82323355370795e-07
"Nhat[427]",1.29654251,1.39418164143557,4.0712771428358,5.6944482862423e-10
"Nhat[428]",3.16888796,3.05831568027992,9.63307302547322,3.09389420977182e-10
