"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.10","psrf"
"Nhat[205]",430789.265491358,2964429.35133156,6602371.00821291,3362936.84184692,2290872.01668728,NA,45663.6249953565,2,2517,0.0628550964230729,1.00108926111585
"Nhat[206]",463566.840010231,1556601.41187402,3541715.88710548,1827018.13700399,1130625.92353782,NA,20033.8593572464,1.8,3185,0.0400320854137733,1.00198557945028
"Nhat[207]",1021673.58522501,2987610.12500012,5821273.43448751,3253305.4808243,1449981.69081003,NA,20335.4569480627,1.4,5084,0.0300918934110251,1.00019460439683
"Nhat[208]",1267407.57311868,3582439.34208175,6668368.78486862,3756468.93595075,1786463.57555403,NA,22082.2649005861,1.2,6545,-0.00315364612222216,1.00048313699644
"Nhat[209]",511520.792203528,3333449.50326571,6506846.0738158,3559163.13356076,1908958.85610925,NA,43909.2826859357,2.3,1890,0.0835536046442005,1.00100048214598
"Nhat[210]",1081983.01729138,3259292.82160225,6142785.48906303,3483109.32230536,2028953.71541002,NA,23663.4594928651,1.2,7352,0.0242043467837685,1.00218968437302
"Nhat[211]",928879.834019213,3814955.01211843,7422145.5831252,4055721.77451978,2343498.03673611,NA,33545.3843967562,1.4,4880,0.0171322710728702,1.00464821237324
"Nhat[212]",716447.378594099,2988535.46413834,5451379.62371524,3124805.10577217,1522955.1221938,NA,16574.2337172696,1.1,8443,0.00491481471960558,1.00464049111785
"Nhat[213]",1175693.45967973,3306668.52716022,6601121.26220874,3658114.53444014,2329260.11130246,NA,29624.7865455538,1.3,6182,0.00662202514437032,1.00031202459087
"Nhat[214]",556386.926958243,1646518.09784425,3772844.94399862,1922563.3393422,1080652.7913117,NA,23714.0220110521,2.2,2077,0.0753989354470949,1.00825226559059
"Nhat[215]",792707.355753243,2224706.41179642,4297163.04877724,2430001.88001076,1265449.18158386,NA,16331.9443784085,1.3,6004,-0.000745073908182855,1.00316953764176
"Nhat[216]",531718.606998652,2032093.40973629,5213443.01856852,2445136.24801819,1715146.18308138,NA,32581.5910908132,1.9,2771,0.0481241698901938,1.00130456926706
"Nhat[217]",969706.258304814,2810876.87975242,5279667.590115,3012838.30460671,1613318.42366963,NA,20660.3570864274,1.3,6098,0.0536566436808452,1.00004460297603
"Nhat[218]",878585.320816002,2443631.08793774,5751289.02696131,2832622.79539473,1783020.03296394,NA,27374.8829095444,1.5,4242,0.0301967760093455,1.0004733522598
"Nhat[219]",742499.097516999,2735048.76067357,4992030.09198898,2901103.77897744,2000323.617862,NA,21368.1858888364,1.1,8763,0.00435497782521238,1.00157934203788
"Nhat[220]",803588.171088248,2095234.02719861,4655303.52518993,2382707.82005541,1223425.47440034,NA,18403.0748780099,1.5,4420,0.0142315582392861,1.00547431595734
"Nhat[221]",30177.9892345814,1087050.64836993,4605143.54996815,1723823.16565688,4482565.08447318,NA,53682.5638291506,1.2,6972,0.00867698889687183,1.00117321428091
"Nhat[222]",25099.7951509151,1112642.82652806,4818321.20832068,1729142.29453637,2836167.22687726,NA,37887.4074761762,1.3,5604,0.0168641565609858,1.00037765407367
"Nhat[223]",113370.119882628,1932108.82935103,8358085.17935308,2943528.09707358,4196541.38248539,NA,61813.101228684,1.5,4609,0.019329051797968,1.00025208652275
"Nhat[224]",105318.89514007,1196143.06189738,4503400.13725299,1742750.72861745,2514017.63656359,NA,43536.3810005959,1.7,3335,0.0640786670824519,1.00027982735091
"Nhat[225]",185568.815916743,1229804.41290697,3390663.59258895,1543037.61590502,1644253.32974811,NA,19819.1566711664,1.2,6883,0.00400463159894623,1.00057206544558
"Nhat[226]",99186.683961167,1097755.37208259,3102739.49754195,1403024.21955276,1625055.39487242,NA,20122.4973398124,1.2,6522,0.0159872030814859,1.00102173932936
"Nhat[227]",156791.460597723,1230985.34188473,2951663.89612427,1432524.39495972,1372383.60445099,NA,15853.9525411715,1.2,7493,0.000259583601764489,1.00023107952846
"Nhat[228]",228503.87196576,1436025.42972759,3373512.91655935,1623386.15907918,1394687.04410433,NA,15351.2303058202,1.1,8254,-0.00271642918524044,1.00009811422969
"Nhat[229]",120010.326240502,1204150.49422855,3188346.61459368,1489848.36120602,2214284.52102452,NA,23299.1676101459,1.1,9032,0.00988004359429929,1.00261476465371
"Nhat[230]",248032.523993673,1927439.18953727,4474977.34319312,2154368.53168508,2019844.97573359,NA,22633.0460901863,1.1,7964,-0.00453700784635841,1.00058842122948
"Nhat[231]",103843.16849568,1528811.15224301,4666279.11575021,2034851.93163605,4363715.67630189,NA,48776.7716759661,1.1,8004,0.00099366149162154,1.00035485266136
"Nhat[232]",153316.374174638,1674667.99516534,4792003.65516287,2097303.35929601,2305999.8987574,NA,27391.0223814846,1.2,7088,0.0336231852031021,1.00108651599572
"Nhat[233]",91057.3444017599,1607372.99494308,3995003.57753048,1878794.15615855,1754356.54139613,NA,19353.2065772956,1.1,8217,0.0224669424101716,1.0009897231869
"Nhat[234]",260232.809066463,1479402.77450931,3400231.41334805,1649492.88060842,1363820.23467169,NA,14279.3882489628,1,9122,0.00955846138726224,1.00077585615463
"Nhat[235]",167011.709255749,1674074.47584611,3901741.23248292,1885040.44841809,1721644.77499339,NA,18048.8986810556,1,9099,0.00179512403387185,1.00222331899845
"Nhat[236]",163840.526286479,1491937.93462469,3469232.02949032,1661550.86061934,1341119.13217626,NA,15760.8783265584,1.2,7241,0.0278550532499739,1.00399308624909
"Nhat[237]",164642.088236059,2134671.51527512,4869449.20038867,2415354.53247582,2128698.72341052,NA,24272.5213549518,1.1,7691,0.0320340363652472,1.00027399157957
"Nhat[238]",150340.348434941,1502708.05638592,3741194.14002234,1759195.29073848,1694582.61322609,NA,19466.4412167879,1.1,7578,0.00877455940320216,1.00139570976417
"Nhat[239]",193352.861318038,1437908.34078487,3296907.36837074,1601962.58553963,1153116.05782741,NA,15022.9909167263,1.3,5892,0.0103182858105036,1.00264350411198
"Nhat[240]",149939.242284505,1151191.11432541,3060319.93436688,1406449.63720652,1163532.47692173,NA,15666.5297178934,1.3,5516,0.00293350355159926,1.00033594732698
"Nhat[241]",118645.773309018,1747545.60529781,5755393.9017829,2364010.72528275,2780942.19001582,NA,33477.0771045375,1.2,6901,0.0171522748803661,1.00018148071816
"Nhat[242]",179182.169026082,1359161.5310792,3299039.19997797,1605070.88058752,3183000.55356242,NA,34277.7229046409,1.1,8623,0.00478774972066167,1.00239219627011
"Nhat[243]",115810.947072899,1209125.18520753,3525741.67987293,1543699.62949881,1412490.69726255,NA,18106.8942138484,1.3,6085,0.0222829753024001,1.01330129269785
"Nhat[244]",135211.175647801,963476.009834096,2531948.32995741,1167874.34833806,1048193.33358149,NA,12046.5728459744,1.1,7571,0.0115412157078227,1.00698537323456
"Nhat[245]",33320.577351911,900628.112697586,3774442.45530952,1392994.2684714,2879299.98293326,NA,33309.2629238627,1.2,7472,0.00266313540897349,1.01184593653516
"Nhat[246]",129500.19545916,1135698.62387993,2906290.27841844,1362979.04195702,1170855.36800031,NA,13821.2927337139,1.2,7176,0.00643012625015848,1.00737443637194
"Nhat[247]",54596.6228383983,1237490.73969031,3004324.24043544,1419043.54607416,1551957.94267093,NA,16073.5815802536,1,9323,0.00613728368856685,1.00083875729221
"Nhat[248]",202584.271031814,1757127.11904922,4391930.8710113,2019879.39407418,1740718.02828731,NA,20495.04563764,1.2,7214,0.0104927982175504,1.00154565377591
"Nhat[249]",61201.6092185389,1317015.61543159,3840123.94339793,1722640.9125174,2206844.34863693,NA,25908.2900497624,1.2,7255,0.0236597166911725,1.0043368633703
"Nhat[250]",2735.26653996258,815961.172516941,4838965.56407504,1562690.45318235,3207430.95551066,NA,37925.7881382624,1.2,7152,0.00952455005540722,1.00358709430411
"Nhat[251]",79067.7106283328,1134619.74779736,3978290.12575672,1594524.06887355,2182330.71786429,NA,27756.0458073207,1.3,6182,0.00354270336003607,1.00838994414982
"Nhat[252]",121688.526787483,1577355.25337226,4055696.7879216,1872235.99216404,2199654.58097662,NA,25686.1741914586,1.2,7333,-0.00239511350451439,1.00005025135023
"Nhat[253]",69374.4863963324,1468978.12640016,5334349.0827963,2121166.88751295,2763573.46249622,NA,35145.4080083488,1.3,6183,0.0202699488307625,1.00404042499359
"Nhat[254]",158055.128727249,2056461.06826144,5618458.55173069,2479242.68873008,2397472.78658222,NA,26162.5510382696,1.1,8397,0.00525096038508192,1.00026301301802
"Nhat[255]",140296.674435545,1725406.32487416,4134985.24053981,1984117.19600916,2081089.9717144,NA,24997.3423162017,1.2,6931,0.0245240593903612,1.00039367324233
"Nhat[256]",68707.3110961479,1071924.69674812,3570732.45831036,1484184.01525352,1927901.63506062,NA,21860.5711978535,1.1,7778,0.00446431820739722,1.00469297999402
"Nhat[257]",76717.6323887037,1112682.03201658,2982424.67034464,1381353.79156436,1658661.04174268,NA,23433.9855956225,1.4,5010,0.00544306100227434,1.0067312595576
"Nhat[258]",127666.584178951,1509969.42793408,3893317.24255979,1802371.73795884,1563274.28659788,NA,19839.6233166361,1.3,6209,0.0393726787526289,1.01131719342066
"Nhat[259]",189966.28508445,1626568.72930488,4457384.25117175,2023884.77888188,2423367.19176342,NA,27214.3678621469,1.1,7929,0.00865202831850859,1.00229018805252
"Nhat[260]",91744.7325948506,1800213.92526991,5384189.45446549,2287686.38497249,2529077.27094573,NA,26183.0399410659,1,9330,0.0067216926617405,0.999989812820411
"Nhat[261]",109279.076825546,1647299.21736748,4434990.94764565,1974983.01312599,2631614.57163414,NA,28894.6010716704,1.1,8295,-0.00402147413186042,1.00011525504389
"Nhat[262]",196051.540862988,2327964.60521588,5527283.80696664,2622294.94031158,2117790.4691336,NA,25568.7493836908,1.2,6860,-0.00144791601884288,1.00242823128327
"Nhat[263]",78295.2338322172,1449637.40519441,5189404.88039803,2048423.01724408,2485620.7549376,NA,39023.7374171031,1.6,4057,0.0397738686462707,1.00241071179661
"Nhat[264]",233078.340048552,1829844.36719433,4928620.1546256,2295244.97213739,2322501.5389996,NA,31451.6760668877,1.4,5453,0.00944956671328857,1.00704404684481
"Nhat[265]",61031.9283597742,2094112.20705361,5813365.04550237,2563667.80673721,2568264.81120337,NA,28268.507508863,1.1,8254,0.0109999469144034,1.00127008532681
"Nhat[266]",96076.7460776535,2533614.78543697,7406175.74487814,3154428.10019276,3107228.2186088,NA,35623.7385469236,1.1,7608,0.00956026752054391,1.00058754113109
"Nhat[267]",566657.677571085,1796142.52387641,4327036.06753044,2108757.46129651,1303739.17121225,NA,28760.9954301718,2.2,2055,0.0317630800961318,1.00603064974798
"Nhat[268]",627478.047541937,2709847.45106401,5579059.21769237,2934830.58384868,1599131.16772364,NA,39000.1565186447,2.4,1681,0.0519398997768457,1.00009612665761
"Nhat[269]",433077.076548703,1841037.29422135,3843987.28777076,1991633.92807659,1017621.24278368,NA,31336.9739865816,3.1,1055,0.077802290432758,1.00819906833116
"Nhat[270]",564480.539968545,2729174.42364536,5701709.97070377,2986213.49591794,2337135.81906318,NA,35617.7643681754,1.5,4306,0.0398561487744324,1.00346975587227
"Nhat[271]",680737.803807822,2196819.89035652,4800176.69837537,2469053.65502509,1332711.83963002,NA,19467.6442441078,1.5,4686,-0.000158020550558815,1.00182324585055
"Nhat[272]",727340.480183832,2588681.40767708,5903058.37916664,2988817.51499293,1621026.39687909,NA,25137.1015680369,1.6,4159,0.0233878307399962,1.00130523010283
"Nhat[273]",682074.547998691,2264790.26815952,4660945.06444956,2452871.22853293,1351114.67878543,NA,15248.7302569629,1.1,7851,0.00707111768861459,1.0003409972739
"Nhat[274]",572924.646225925,2363943.06601991,4691318.89278556,2524781.88936971,1308512.99266722,NA,16554.7958732699,1.3,6248,0.0120128494990206,1.00131223280942
"Nhat[275]",644822.032453551,2185966.75270927,4697724.76811664,2456861.04459826,1224055.62181832,NA,15051.8255463853,1.2,6613,0.0240954214128929,1.0007235805103
"Nhat[276]",513607.081150633,2292751.5987472,4641371.71381604,2457038.65434479,1269093.53778683,NA,20917.364074905,1.6,3681,0.0232948095027973,0.999992320476162
"Nhat[277]",554241.928288216,2422191.5246364,4729702.00255237,2566966.56272903,1228120.89998228,NA,13398.2973756787,1.1,8402,0.0212191634491443,1.00139367536266
"Nhat[278]",551267.528814462,2433272.14717927,4898894.99743273,2611185.86411959,1343692.38853952,NA,18394.5003804304,1.4,5336,0.0421093482619646,1.00179259538165
"Nhat[279]",684846.915334061,2191487.55807393,4726891.76360144,2420208.61338147,1230281.38730382,NA,14753.6764568251,1.2,6954,-0.0149988151274139,1.00173018306822
"Nhat[280]",732974.686600149,2252320.89392996,5301024.22749897,2593714.4955017,1414671.45572763,NA,22021.4351442188,1.6,4127,0.0323146609930258,0.99992109556124
"Nhat[281]",649753.167423708,2673886.16963875,5322965.19830489,2865307.41205821,1413455.4991869,NA,16220.7709047857,1.1,7593,0.0249879793122138,1.00019988650564
"Nhat[282]",457643.454402936,2578128.46321885,5378634.8435851,2825525.91628202,1774477.20992942,NA,41014.7027523361,2.3,1872,0.0701776606476985,1.00431803887578
"Nhat[283]",605674.475875417,2698591.55481657,5492180.96142884,2903464.38859161,1460780.19292102,NA,38997.0228962042,2.7,1403,0.0523834630287423,1.00293539929639
"Nhat[284]",583573.335132039,2150275.85044847,4452620.40657708,2339450.44152016,1134792.82563893,NA,12225.8599934107,1.1,8615,0.0118775461982272,1.00154187547133
"Nhat[285]",662230.376762494,2047583.05466455,5129769.59807375,2430863.67325958,1523721.36466069,NA,34077.73357319,2.2,1999,0.0653277660569385,1.00170371234404
"Nhat[286]",506053.06776669,1635500.24370677,4118397.06735832,1939908.94344744,1267612.1027755,NA,24829.2693284209,2,2606,0.0613411347737948,1.0014718987747
"Nhat[287]",594183.405030013,2530305.10816289,4945822.67529567,2686909.08503874,1421901.32378159,NA,19511.323019781,1.4,5311,0.00508417001974826,1.0029105552989
"Nhat[288]",735423.302175537,2561741.53103895,5219149.98692024,2749379.81761768,1329173.09461454,NA,15234.2395977233,1.1,7612,0.00118888202950937,1.00056104045292
"Nhat[289]",647374.149673757,1936285.30126961,4404731.70234323,2219147.62777931,1154536.32397008,NA,14953.331483544,1.3,5961,0.0209182116658397,1.00233099824627
"Nhat[290]",526278.865578107,2448648.21701002,5304158.11084442,2728747.63375246,1769355.98517728,NA,52355.7471342642,3,1142,0.0512888542162475,1.00899342237934
"Nhat[291]",597602.547676825,2045439.2359235,5116419.97324634,2427015.40386271,1478802.09189745,NA,38267.9162694926,2.6,1493,0.0544001151408703,1.00336127084126
"Nhat[292]",344805.757367771,1377167.77639256,3789455.45532687,1684777.74934494,1195275.37535028,NA,37463.0335481142,3.1,1018,0.0970387009542031,1.00049640510734
"Nhat[293]",302226.354627122,1489443.83162939,4237293.71605581,1847576.23853066,1502924.56248128,NA,44206.8059371413,2.9,1156,0.0897586213048265,1.00082818026548
"Nhat[294]",548950.898301015,1969470.3995465,4608748.83439911,2293751.39672314,1282465.73385914,NA,26393.8291233458,2.1,2361,0.0637237245853313,1.00058458774804
"Nhat[295]",479783.16471808,1810740.95607421,4523289.2439723,2155857.95039865,1391677.55392424,NA,27860.4280286958,2,2495,0.0632896723082994,1.00034303510831
"Nhat[296]",574433.393496195,1805004.54610774,4389871.51882625,2117869.23130439,1756414.70877659,NA,24496.3764079836,1.4,5141,0.0154247017122168,1.00047482589431
"Nhat[297]",606914.714024721,2540190.52827306,5142546.83528813,2721498.66291054,1374095.843528,NA,33163.2050018569,2.4,1717,0.0620779838498464,1.00258940158432
"Nhat[298]",519280.72872948,2344181.85197546,5262242.82816623,2723798.05670682,2160502.03011705,NA,26440.395788542,1.2,6677,0.0113380084317303,1.0004522909319
"Nhat[299]",540944.568787487,2538440.965583,5301644.72591002,2822692.92831077,1686569.86137534,NA,21440.831414606,1.3,6188,0.0146088566804864,1.00023159596092
"Nhat[300]",239497.446850767,3196150.30947166,7501790.06498327,3664803.79843541,2785678.23190058,NA,41506.4657662948,1.5,4504,0.0269212956216492,1.00060432972074
"Nhat[301]",201976.40523118,2297973.3633694,6609651.78961105,2913960.23715785,2755101.19171373,NA,33155.9459308972,1.2,6905,0.013070619581874,0.9999700809288
"Nhat[302]",416027.592058234,2581945.35799499,5479205.18170067,2967191.11121442,2328897.80764932,NA,25661.0883036774,1.1,8237,0.0169485854531439,1.00035456220923
"Nhat[303]",433723.601275252,2224936.98889915,5351272.82040554,2630122.7730134,1866444.19451894,NA,23714.5603594506,1.3,6194,0.00752086792819776,1.00028455864182
"Nhat[304]",599798.415789025,2592035.80338948,6381124.95330759,3070195.00413383,2340195.80531954,NA,31464.0781752409,1.3,5532,0.00456201139507003,1.00071855939443
"Nhat[305]",593895.529198214,2346552.26964253,4950070.25045975,2663351.6716836,1931970.08596603,NA,23171.2256230373,1.2,6952,0.0742817611290357,1.00070252023037
"Nhat[306]",347271.545120692,2471885.18627613,5118090.85543576,2724943.20325283,1946765.45900227,NA,23884.9918313504,1.2,6643,0.0215435522728146,1.00277928563332
"Nhat[307]",238809.41036124,2677078.39046695,6301399.67134268,3081424.72358509,2523218.06005836,NA,34881.9391131235,1.4,5232,0.00187937731244683,1.00099727320247
"Nhat[308]",261412.464988273,2636356.80628447,6045297.26586135,2988140.65107028,2858659.36853837,NA,33177.0592077955,1.2,7424,0.000387676219820649,1.00012383077728
"Nhat[309]",568986.045602387,2539001.89471937,5844084.06708317,2989497.65086161,2561552.05391955,NA,27050.7655745877,1.1,8967,0.00196671481282979,1.00290911223897
"Nhat[310]",556687.363567548,2566720.32640793,6116261.39969205,3054682.17203588,2870693.37773721,NA,32758.6338039529,1.1,7679,0.0278968615769219,1.000113250426
"Nhat[311]",427064.512404419,2896217.26522159,6135945.91258478,3190736.643576,2339672.93559455,NA,25493.0031424641,1.1,8423,-0.00156678497276737,1.00034479888604
"Nhat[312]",236440.450126127,2821994.70828286,8354783.02171942,3553566.02696334,3276806.19967894,NA,49484.8594381245,1.5,4385,0.0196812099906997,1.00016844673023
"Nhat[313]",104271.39883847,2529067.94131719,7243957.28550932,3174112.53604445,3046355.0478518,NA,33117.775447634,1.1,8461,0.00955781306615671,1.00051539628783
"Nhat[314]",245395.236660126,2315749.21091009,6815464.54227526,2972506.27310616,3608897.3264298,NA,45689.8164200991,1.3,6239,0.0348116096279675,1.00040425780153
"Nhat[315]",627820.948719969,2433623.08513932,5695777.58955354,2836063.41122066,1976085.76553485,NA,28365.9482744765,1.4,4853,0.0339466800480286,1.00110651242301
"Nhat[316]",209547.302573677,2776603.85647434,7432580.7143795,3370173.37878591,3764535.62748964,NA,38726.4468785091,1,9449,0.00877401072047555,1.00011203949479
"Nhat[317]",294889.478792326,2870147.55021984,6515065.15195835,3258700.2372307,2690975.95229203,NA,29456.3710625021,1.1,8346,0.00316324695430178,1.00104562444323
"Nhat[318]",156660.912196156,3200872.95991844,7356584.57614705,3702539.12531312,5266680.45102302,NA,58686.478293887,1.1,8054,0.00787369914324061,1.00017219311677
"Nhat[319]",390788.451604149,2204043.82221526,6048530.79446123,2734370.16044253,2664626.7609702,NA,32656.0511737233,1.2,6658,0.00259581493635334,0.999909313373953
"Nhat[320]",164315.70013147,2778652.48279774,6810116.80295332,3288542.96182884,3725390.37547168,NA,41053.8928072401,1.1,8234,-0.0030636458355933,1.00526639115452
"Nhat[321]",376955.829553931,2550142.6387115,5320039.96637792,2772703.54451545,1845092.69266135,NA,22185.7735776872,1.2,6917,0.0202105035288839,1.00003289486532
"Nhat[322]",120070.604335292,2717566.9756329,6928203.89360318,3261788.54774057,3253652.52559603,NA,38913.443496735,1.2,6991,0.000151414186554075,1.00011285448179
"Nhat[323]",383398.898361958,1939241.65197862,4114933.26763391,2206695.61132727,1469388.528189,NA,16977.4986555843,1.2,7491,0.0107279970957903,1.00017980764135
"Nhat[324]",649597.963594544,2341019.2973904,5047400.18286763,2637276.53361442,2006136.80943324,NA,22139.5495431926,1.1,8211,-0.00663596893932653,1.00046208001172
"Nhat[325]",251938.504840505,1771543.22670425,5010076.89456874,2221136.68889364,2166146.70326904,NA,23642.7477640062,1.1,8394,0.0136554522892364,1.00060130275202
"Nhat[326]",573424.267798844,2204817.68326772,4862675.19812625,2580806.63968042,3394220.51725446,NA,38709.0969467527,1.1,7689,-0.00458836467570469,1.00032101507427
"Nhat[327]",536083.900941946,2497685.21110581,5425378.82742499,2857314.34683518,1998129.25225569,NA,23827.2109704899,1.2,7032,0.0198219831660925,1.00017929229786
"Nhat[328]",3767.01068514054,1369468.82684265,9342003.0122455,2959074.90288392,9069160.57026391,NA,97762.308923879,1.1,8606,0.00282538478760351,1.00189306816111
"Nhat[329]",458536.786977313,2963577.93041495,6491500.4492035,3321389.21195005,2156024.01079063,NA,46852.4343064246,2.2,2118,0.0723805922909677,1.00125078480477
"Nhat[330]",786688.472440571,2394682.83183667,4113773.26064157,2498842.57387455,1070647.62366739,NA,11915.9810417911,1.1,8073,0.0128443540834593,1.00194421138775
"Nhat[331]",439082.008075237,1740536.52400595,4654200.80997416,2111933.30141461,1446409.78432418,NA,39518.1046385265,2.7,1340,0.0741805737240206,1.00418317473102
"Nhat[332]",655431.008393895,1886772.87060223,4025772.27514223,2150005.86582157,1147985.93269023,NA,22466.1624257539,2,2611,0.0444990097158856,1.01188446517444
"Nhat[333]",641115.206107243,2657442.97786355,4748226.31382493,2782631.03658702,1501768.04399156,NA,21226.7895970241,1.4,5005,0.0352311449836889,1.00099894991879
"Nhat[334]",465993.544164021,1324860.45382236,3210022.74986027,1571090.75437824,962717.973995243,NA,19621.7208440982,2,2407,0.0458140753926787,1.00011530714465
"Nhat[335]",672433.644173486,2279661.39464045,3864251.4173322,2322946.98434553,977960.643336286,NA,13944.5064392129,1.4,4919,0.01833756047716,1.00120688876167
"Nhat[336]",1033710.99690697,2522603.87360572,5228983.57869983,2827413.91127104,1342271.65701112,NA,23042.9862454823,1.7,3393,0.0364286536720237,1.00010755732106
"Nhat[337]",1129257.16004301,2946044.76674395,5891326.88888447,3286258.87929137,1501696.21907165,NA,23111.0611575323,1.5,4222,0.0443895031371735,1.00434723049965
"Nhat[338]",1323297.63320193,3295537.35479479,6135484.42978529,3626291.15236229,5954271.79505192,NA,67590.5734492411,1.1,7760,0.0118573617163272,1.0009742249524
"Nhat[339]",826390.814644748,2601657.92499341,4432203.95096728,2669907.78512669,1500270.48488229,NA,17765.3206650407,1.2,7132,0.00596399818003369,1.00471662677539
"Nhat[340]",913694.083850071,2234608.56562554,4131702.3024483,2403638.57000636,1064334.25667273,NA,13258.6241287044,1.2,6444,0.0158219818181842,1.0049090124543
"Nhat[341]",714434.891805223,2291532.16480239,3932164.046645,2346450.13002755,1150354.72445418,NA,14357.5179265988,1.2,6420,0.013103058498887,1.00122505305188
"Nhat[342]",876846.248298702,2657750.54733287,4951871.64970213,2878308.33046262,1326059.92593902,NA,17423.3297532887,1.3,5792,0.0188726563149132,1.00177926814488
"Nhat[343]",688176.409391084,2548826.14475572,4335030.92361454,2608708.92065039,1245290.47920998,NA,17710.1248816095,1.4,4944,0.00471345380312748,1.00080675258971
"Nhat[344]",768884.182274171,1933415.73149199,3936394.21303122,2164894.18489828,1048408.40782197,NA,15032.6059466635,1.4,4864,0.0309203160013693,1.00486118094212
"Nhat[345]",1362863.94944567,3651535.94045468,6299381.84116383,3746885.73943975,1391078.79544861,NA,18986.5885219305,1.4,5368,0.0293516421074557,1.00226211141389
"Nhat[346]",269071.108277683,1313270.75232213,2830731.36962197,1467318.846425,1093729.51556575,NA,14586.5898321736,1.3,5622,0.00862325375318952,1.00020036445946
"Nhat[347]",211613.102182876,982518.825753617,2613604.39753564,1206716.06524882,964307.14310927,NA,14107.5460730094,1.5,4672,0.0325792967725053,0.999970552923097
"Nhat[348]",251601.986484162,1541936.9741717,4364840.69629178,1966701.02051445,1910003.79258708,NA,26893.9081812906,1.4,5044,0.0208851809808588,1.00726324458185
"Nhat[349]",189068.936242223,1202802.65362383,3332217.98096723,1510499.45736991,1226903.95493938,NA,21704.78376296,1.8,3195,0.027045590333379,1.0001532773538
"Nhat[350]",21626.5691327724,831002.240611156,3614844.92787078,1324558.40277654,2706651.03096351,NA,35039.6408516045,1.3,5967,0.0116298099225185,1.00621243059828
"Nhat[351]",175980.399460962,1060283.45858283,3023980.12081196,1364806.86524299,1768805.73884385,NA,22089.0325078495,1.2,6412,0.0249713597546683,1.00234869105735
"Nhat[352]",162963.701863523,1168227.0380648,3362864.64608884,1474686.61662705,1374179.63815752,NA,20635.5338921836,1.5,4435,0.0442428206496661,1.00361396514167
"Nhat[353]",204180.25263721,1953890.41186148,4186919.72221561,2157835.9510323,1923958.16157588,NA,21281.3160200956,1.1,8173,0.0060168240095524,1.00038438027314
"Nhat[354]",334393.352092786,1675463.83304591,3829479.3150447,1924156.06863356,1383771.48952509,NA,16685.0066348267,1.2,6878,0.0183765250740562,1.00450861058169
"Nhat[355]",324240.734610015,1437089.42356745,3745559.3571545,1748095.64634629,1385282.57115046,NA,19501.4288370781,1.4,5046,0.0118643161974746,1.00171189419313
"Nhat[356]",201164.235086322,1862063.08640035,5813651.24124184,2456195.99349622,2816439.39533824,NA,51507.6313331004,1.8,2990,0.0233574110875194,1.00458010220897
"Nhat[357]",326512.204436458,1951204.97964497,4183205.0117894,2116523.08422391,1387693.53129369,NA,15002.3874445465,1.1,8556,-0.000552615263264907,1.0004351578787
"Nhat[358]",530425.70189683,2315615.66263697,4827931.45703315,2527527.50339091,1828051.75673645,NA,20743.5990016873,1.1,7766,0.0208477878584681,1.00096225207231
"Nhat[359]",386250.828858984,2299428.42817462,5037921.15088367,2607356.78030996,2037853.99821528,NA,23867.02999773,1.2,7290,0.0129146081044756,1.00188258716595
"Nhat[360]",255955.828594763,1584543.80355343,3389602.35290463,1765000.67868759,1168808.79730456,NA,15316.2984761217,1.3,5823,0.0086554099776985,1.00007895351332
"Nhat[361]",399614.960535858,2122647.58059113,4358961.33651657,2280761.29834026,2488168.15444138,NA,25389.7676629616,1,9604,0.00882427601740667,1.00373935404324
"Nhat[362]",236533.474954148,2009776.02183731,4152115.70451524,2180073.5797075,1556632.39448352,NA,18141.0304284447,1.2,7363,0.00887759188041852,1.00262444900336
"Nhat[363]",273436.060008208,1862535.77439541,4099305.83749412,2040071.42906096,1480705.93848603,NA,16534.1568805841,1.1,8020,0.00096970216824458,1.00148753347968
"Nhat[364]",215158.83888479,2073587.82924447,5387110.18184138,2457201.87842941,2017930.92612832,NA,27719.3248781052,1.4,5300,0.00323974764769477,1.000490266674
"Nhat[365]",300750.361625891,1495786.55210689,3261895.91609633,1689225.4741707,1019757.03049386,NA,16171.9953803923,1.6,3976,0.0469052544465611,1.00412161733163
"Nhat[366]",184878.217647174,2063163.6018932,5310869.22922043,2470614.61941635,2517741.4860158,NA,29813.994115376,1.2,7132,0.0083261235605728,1.00004346694473
"Nhat[367]",306173.85672489,1702151.70028373,3803991.09326103,1922491.74525052,1483142.07208844,NA,18283.2557630306,1.2,6580,0.00501511517284825,1.00226981686134
"Nhat[368]",275740.037283178,2127616.49598409,4702684.56726043,2363428.13190477,1886948.9548326,NA,21652.599906212,1.1,7595,0.0167551877731337,1.00005402486407
"Nhat[369]",490970.720545973,2612219.396175,5200416.07406205,2795414.59269817,1779334.08604652,NA,30666.2385909474,1.7,3367,0.0407501747567905,1.00022554273068
"Nhat[370]",465896.304563949,1838968.86796036,3358794.48245329,1968497.92787722,6211725.18164892,NA,68596.5027099359,1.1,8200,0.0053658460586179,1.00321003643891
"Nhat[371]",529694.917452348,1750369.45611194,4177324.51953923,2086076.52563525,1325427.02391449,NA,27797.8375609013,2.1,2273,0.0448263388428438,1.00013827032269
"Nhat[372]",482022.088915,1734569.65976029,3594497.80936347,1933377.46626778,1083741.52061744,NA,13559.5937604413,1.3,6388,0.00307577155476774,0.999908375517599
